OBJECTID,Document Nbr,Crash Year,Crash Date,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Persons Injured,Pedestrians Killed,Pedestrians Injured,Vehicle Count,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Relation To Roadway,Roadway Alignment,Roadway Surface Type,Roadway Defect,Roadway Description,Intersection Type,Traffic Control Type,Traffic Control Status,Work Zone Related,Work Zone Location,Work Zone Type,School Zone,First Harmful Event,First Harmful Event Loc,Alcohol?,Animal Related?,Unrestrained?,Bike?,Distracted?,Drowsy?,Drug Related?,Guardrail Related?,Hitrun?,Lgtruck?,Motorcycle?,Pedestrian?,Speed?,Max Speed Diff,RoadDeparture Type,Intersection Analysis,Senior?,Young?,Mainline?,Night?,VDOT District,Juris Code,Physical Juris Name,Functional Class,Facility Type,Area Type,SYSTEM,VSP,Ownership,Planning District,MPO Name,RTE Name,RNS MP,Node,Node Offset (ft),x,y,CRASH DATETIME,DAY OF WEEK CODE,DAY OF WEEK DESCRIPTION,CRASH CLASSIFICATION CODE,CRASH CLASSIFICATION DESCRIPTION,COLLISION ON PRIVATE PROPERTY,PEDESTRIAN INVOLVED,MANNER OF IMPACT CODE,MANNER OF IMPACT DESCRIPTION,ALCOHOL INVOLVED,DRUG INVOLVED,ROAD SURFACE CODE,ROAD SURFACE DESCRIPTION,LIGHTING CONDITION CODE,LIGHTING CONDITION DESCRIPTION,WEATHER 1 CODE,WEATHER 1 DESCRIPTION,WEATHER 2 CODE,WEATHER 2 DESCRIPTION,SEATBELT USED,MOTORCYCLE INVOLVED,MOTORCYCLE HELMET USED,BICYCLED INVOLVED,BICYCLE HELMET USED,LATITUDE,LONGITUDE,PRIMARY CONTRIBUTING CIRCUMSTANCE CODE,PRIMARY CONTRIBUTING CIRCUMSTANCE DESCRIPTION,SCHOOL BUS INVOLVED CODE,SCHOOL BUS INVOLVED DESCRIPTION,WORK ZONE,WORK ZONE LOCATION CODE,WORK ZONE LOCATION DESCRIPTION,WORK ZONE TYPE CODE,WORK ZONE TYPE DESCRIPTION,WORKERS PRESENT,the_geom,COUNTY CODE,COUNTY NAME,YEAR
1609,DE-2015-001609,2015,11/11/2015,2111,B,0,0,1,0,1,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.51515,39.80818,2015 Nov 11 09:11:00 PM,4,Wednesday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.80818,-75.51515,99,Unknown,0,No,N,,,,,N,POINT (-75.515150000201 39.808180000122),N,New Castle,2015
1610,DE-2009-001610,2009,02/07/2009,1218,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.5033852,39.7521267,2009 Feb 07 12:18:00 PM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.7521267,-75.5033852,,,0,No,N,,,,,N,POINT (-75.503385199709 39.752126699792),N,New Castle,2009
1611,DE-2014-001611,2014,07/03/2014,1502,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.05658,38.45212,2014 Jul 03 03:02:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.45212,-75.05658,8,Following too close,0,No,N,,,,,N,POINT (-75.056580000138 38.452119999674),S,Sussex,2014
1612,DE-2011-001612,2011,08/18/2011,1743,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.69811,39.78932,2011 Aug 18 05:43:00 PM,5,Thursday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.78932,-75.69811,7,Improper lane change,0,No,N,,,,,N,POINT (-75.698109999881 39.789320000325),N,New Castle,2011
1613,DE-2009-001613,2009,01/05/2009,0449,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.5221295,39.733873,2009 Jan 05 04:49:00 AM,1,Sunday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.733873,-75.5221295,,,0,No,N,,,,,N,POINT (-75.522129500326 39.733872999773),N,New Castle,2009
1614,DE-2015-001614,2015,07/02/2015,1334,O,0,0,0,0,0,0,0,,8. Non-Collision,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.68495,39.7081,2015 Jul 02 01:34:00 PM,5,Thursday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.7081,-75.68495,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.684949999871 39.708099999887),N,New Castle,2015
1615,DE-2015-001615,2015,02/17/2015,0219,O,0,0,0,0,0,0,0,,8. Non-Collision,6. Snow,5. Darkness - Road Not Lighted,3. Snowy,Not Provided,,,,,,,,2. No,,,Not Provided,,,Yes,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.42378,38.9108,2015 Feb 17 02:19:00 AM,2,Monday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,Y,N,3,Snow,5,Dark-Not Lighted,6,Snow,,,Y,N,N,N,N,38.9108,-75.42378,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.423779999965 38.910800000054),S,Sussex,2015
1616,DE-2015-001616,2015,04/12/2015,2350,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.57465,39.74685,2015 Apr 12 11:50:00 PM,1,Sunday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.74685,-75.57465,99,Unknown,0,No,N,,,,,N,POINT (-75.574650000181 39.746850000109),N,New Castle,2015
1617,DE-2012-001617,2012,06/19/2012,1538,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.59568,39.77584,2012 Jun 19 03:38:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.77584,-75.59568,8,Following too close,0,No,N,,,,,N,POINT (-75.595680000258 39.775840000241),N,New Castle,2012
1618,DE-2014-001618,2014,09/14/2014,0212,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.61625,39.65458,2014 Sep 14 02:12:00 AM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,4,Dark-Lighted,2,Cloudy,,,Y,N,N,N,N,39.65458,-75.61625,15,Other improper driving,0,No,N,,,,,N,POINT (-75.616250000028 39.654580000221),N,New Castle,2014
1619,DE-2012-001619,2012,03/07/2012,2033,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.63054,39.73599,2012 Mar 07 08:33:00 PM,4,Wednesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.73599,-75.63054,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.630539999818 39.735990000243),N,New Castle,2012
1620,DE-2011-001620,2011,11/05/2011,1820,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.58447,39.68669,2011 Nov 05 06:20:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.68669,-75.58447,8,Following too close,0,No,N,,,,,N,POINT (-75.584470000184 39.686689999988),N,New Castle,2011
1621,DE-2015-001621,2015,10/30/2015,1515,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Unbelted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.66675,39.71368,2015 Oct 30 03:15:00 PM,6,Friday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,N,N,N,N,N,39.71368,-75.66675,99,Unknown,0,No,N,,,,,N,POINT (-75.666750000162 39.713680000099),N,New Castle,2015
1622,DE-2014-001622,2014,04/15/2014,2211,O,0,0,0,0,0,0,0,,1. Rear End,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.54317,39.83266,2014 Apr 15 10:11:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.83266,-75.54317,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.543169999913 39.832659999703),N,New Castle,2014
1623,DE-2015-001623,2015,02/25/2015,0854,B,0,0,1,0,1,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.14831,38.75564,2015 Feb 25 08:54:00 AM,4,Wednesday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,38.75564,-75.14831,88,Other,0,No,N,,,,,N,POINT (-75.148310000224 38.755639999773),S,Sussex,2015
1624,DE-2009-001624,2009,10/10/2009,2301,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.2001311,38.7280245,2009 Oct 10 11:01:00 PM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,38.7280245,-75.2001311,,,0,No,N,,,,,N,POINT (-75.200131099646 38.728024500123),S,Sussex,2009
1625,DE-2011-001625,2011,01/09/2011,1749,O,0,0,0,0,0,0,0,,Not Provided,9. Other,2. Daylight,3. Snowy,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Unbelted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.11012,38.71606,2011 Jan 09 05:49:00 PM,1,Sunday,1,Non-Reportable,Y,N,99,Unknown,N,N,3,Snow,1,Daylight,99,Unknown,,,N,N,N,N,N,38.71606,-75.11012,99,Unknown,0,No,N,,,,,N,POINT (-75.110119999805 38.716059999882),S,Sussex,2011
1626,DE-2011-001626,2011,10/25/2011,0122,O,0,0,0,0,0,0,0,,3. Head On,5. Rain,6. Darkness - Unknown Road Lighting,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.70307,39.75409,2011 Oct 25 01:22:00 AM,2,Monday,1,Non-Reportable,N,N,2,Front to front,N,N,2,Wet,6,Dark-Unknown Lighting,4,Rain,,,Y,N,N,N,N,39.75409,-75.70307,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.703070000112 39.754089999937),N,New Castle,2011
1627,DE-2014-001627,2014,10/19/2014,2222,B,0,0,1,0,1,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),1. Dawn,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.67942,39.66967,2014 Oct 19 10:22:00 PM,1,Sunday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,2,Dawn,1,Clear,,,Y,N,N,N,N,39.66967,-75.67942,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.679419999728 39.669669999937),N,New Castle,2014
1628,DE-2014-001628,2014,06/20/2014,1808,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.52201,39.77559,2014 Jun 20 06:08:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.77559,-75.52201,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.522010000139 39.77558999994),N,New Castle,2014
1629,DE-2014-001629,2014,07/15/2014,2042,B,0,0,1,0,1,0,0,,1. Rear End,5. Rain,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.65708,39.68057,2014 Jul 15 08:42:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.68057,-75.65708,8,Following too close,0,No,N,,,,,N,POINT (-75.657079999946 39.680570000214),N,New Castle,2014
1630,DE-2014-001630,2014,05/26/2014,0251,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.07267,38.68247,2014 May 26 02:51:00 AM,1,Sunday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,38.68247,-75.07267,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.072670000077 38.682470000332),S,Sussex,2014
1631,DE-2012-001631,2012,07/06/2012,1058,O,0,0,0,0,0,0,0,,Not Provided,9. Other,7. Unknown,7. Other,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.65316,39.63648,2012 Jul 06 10:58:00 AM,6,Friday,1,Non-Reportable,N,N,,,N,N,,,,,,,,,Y,N,N,N,N,39.63648,-75.65316,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.653159999982 39.636479999673),N,New Castle,2012
1632,DE-2009-001632,2009,12/05/2009,0040,O,0,0,0,0,0,0,0,,Not Provided,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.663725,39.7367381,2009 Dec 05 12:40:00 AM,6,Friday,2,Property Damage Only,N,N,99,Unknown,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.7367381,-75.663725,,,0,No,N,,,,,N,POINT (-75.6637249998 39.7367380997),N,New Castle,2009
1633,DE-2010-001633,2010,07/21/2010,2243,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.55846,39.74334,2010 Jul 21 10:43:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.74334,-75.55846,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.558459999785 39.743340000219),N,New Castle,2010
1634,DE-2015-001634,2015,02/27/2015,1103,O,0,0,0,0,0,0,0,,1. Rear End,6. Snow,5. Darkness - Road Not Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.63235,39.71595,2015 Feb 27 11:03:00 AM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,5,Dark-Not Lighted,6,Snow,,,Y,N,N,N,N,39.71595,-75.63235,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.632350000012 39.715950000218),N,New Castle,2015
1635,DE-2009-001635,2009,03/29/2009,2229,B,0,0,1,0,1,0,0,,8. Non-Collision,9. Other,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,Yes,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.5881692,39.8034565,2009 Mar 29 10:29:00 PM,1,Sunday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,,,5,"Sleet, Hail (freezing rain or drizzle)",Y,Y,Y,N,N,39.8034565,-75.5881692,,,0,No,N,,,,,N,POINT (-75.588169199642 39.803456500146),N,New Castle,2009
1636,DE-2012-001636,2012,12/18/2012,1940,B,0,0,1,0,1,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,001,001. Kent County,,,,,,,,,,,,,-75.57397,39.02802,2012 Dec 18 07:40:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.02802,-75.57397,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.573969999765 39.028020000265),K,Kent,2012
1637,DE-2011-001637,2011,10/27/2011,0204,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,001,001. Kent County,,,,,,,,,,,,,-75.54111,39.10556,2011 Oct 27 02:04:00 AM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.10556,-75.54111,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.541110000371 39.105560000094),K,Kent,2011
1638,DE-2011-001638,2011,07/24/2011,0154,B,0,0,1,0,1,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,Yes,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.1385,38.73504,2011 Jul 24 01:54:00 AM,7,Saturday,3,Personal Injury Crash,N,N,1,Front to rear,N,Y,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,38.73504,-75.1385,8,Following too close,0,No,N,,,,,N,POINT (-75.138500000266 38.735039999674),S,Sussex,2011
1639,DE-2015-001639,2015,11/08/2015,0008,O,0,0,0,0,0,0,0,,8. Non-Collision,5. Rain,5. Darkness - Road Not Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.63223,38.48221,2015 Nov 08 12:08:00 AM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,5,Dark-Not Lighted,4,Rain,,,Y,N,N,N,N,38.48221,-75.63223,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.632230000362 38.482209999768),S,Sussex,2015
1640,DE-2014-001640,2014,04/09/2014,1606,O,0,0,0,0,0,0,0,,Not Provided,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.55568,39.69179,2014 Apr 09 04:06:00 PM,4,Wednesday,2,Property Damage Only,Y,N,99,Unknown,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.69179,-75.55568,99,Unknown,0,No,N,,,,,N,POINT (-75.555679999645 39.691789999976),N,New Castle,2014
1641,DE-2013-001641,2013,05/31/2013,2200,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.28187,38.60129,2013 May 31 10:00:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.60129,-75.28187,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.281870000311 38.601289999723),S,Sussex,2013
1642,DE-2010-001642,2010,08/24/2010,1440,B,0,0,1,0,1,0,0,,3. Head On,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.4871,39.82263,2010 Aug 24 02:40:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,2,Front to front,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.82263,-75.4871,4,Disregard Traffic Signal,0,No,N,,,,,N,POINT (-75.487100000351 39.822630000207),N,New Castle,2010
1643,DE-2015-001643,2015,02/13/2015,2147,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.56184,39.69627,2015 Feb 13 09:47:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.69627,-75.56184,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.561839999975 39.696269999792),N,New Castle,2015
1644,DE-2014-001644,2014,08/22/2014,2200,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.70289,39.64784,2014 Aug 22 10:00:00 PM,6,Friday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.64784,-75.70289,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.702890000187 39.647839999777),N,New Castle,2014
1645,DE-2012-001645,2012,11/12/2012,1541,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,001,001. Kent County,,,,,,,,,,,,,-75.55156,39.08149,2012 Nov 12 03:41:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.08149,-75.55156,8,Following too close,0,No,N,,,,,N,POINT (-75.551559999664 39.081489999988),K,Kent,2012
