Casetrackingid,Accidentdate,Accidenttime,Numberkilled,Numberinjured,Totalvehicles,Totalnonmotorists,Juvenilesinvolvedindicator,Secondarycrashindicator,Constructionzoneindicator,Schoolzoneindicator,Latitude,Longitude,Onroadaddress,_Primarystreet,_Crossstreet,Location,Numberoflanesblocked,Laneposition,Harmfulevent1,Harmfulevent2,Harmfulevent3,Harmfulevent4,Mostharmfulevent,Roadcontourcurves,Roadcontourgrade,Approachovertakingturn,Lightingcondition,Roaddescription,Roadcondition,Weathercondition1,Weathercondition2,Hitandrun_V1,Noncontact_V1,Parked_V1,Unlicenseddriver_V1,Duiindicator_V1,Vehicledefectcondition_V1,Positioninvehicle_D1,Drivingrestrictions_D1,Drivingendorsements_D1,Ejectionpath_D1,Safetyequipmentuse_D1,Safetyequipmenthelmet_D1,Age_D1,Airbagdeployment_D1,Injuryseverity_D1,Alcoholsuspected_D1,Marijuanasuspected_D1,Otherdrugssuspected_D1,Testedforotherdrugs_D1,Personsexcode_D1,Deadatscene_D1,Vehicletype_V1,Specialfunction_V1,Emergencylightsactivated_V1,Directionoftravel_V1,Vehiclemovement_V1,Roadwayspeedlimit_V1,Estimatedvehiclespeed_V1,Driverstatedspeed_V1,Driveraction1_V1,Driveraction2_V1,Mostapprthumancontrfactor1_V1,Mostapprthumancontrfactor2_V1,Mostapprthumancontrfactor3_V1,Autonomousvehiclecapability_V1,Drivercededcontrol_V1,Nonmotoristtype_V1,Nonmotoristmovement_V1,Nonmotoristlocation_V1,Nonmotoristlegofint_V1,Nonmotoristtypeoffacility_V1,Nonmotoristaction1_V1,Nonmotoristaction2_V1,Nonmotoristcontrfctr1_V1,Nonmotoristcontrfctr2_V1,Nonmotoristcontrfctr3_V1,Hitandrun_V2,Noncontact_V2,Parked_V2,Unlicenseddriver_V2,Duiindicator_V2,Vehicledefectcondition_V2,Positioninvehicle_D2,Drivingrestrictions_D2,Drivingendorsements_D2,Ejectionpath_D2,Safetyequipmentuse_D2,Safetyequipmenthelmet_D2,Age_D2,Airbagdeployment_D2,Injuryseverity_D2,Alcoholsuspected_D2,Marijuanasuspected_D2,Otherdrugssuspected_D2,Testedforotherdrugs_D2,Personsexcode_D2,Vehicletype_V2,Specialfunction_V2,Emergencylightsactivated_V2,Directionoftravel_V2,Vehiclemovement_V2,Roadwayspeedlimit_V2,Estimatedvehiclespeed_V2,Driverstatedspeed_V2,Driveraction1_V2,Driveraction2_V2,Mostapprthumancontrfactor1_V2,Mostapprthumancontrfactor2_V2,Mostapprthumancontrfactor3_V2,Autonomousvehiclecapability_V2,Drivercededcontrol_V2,Nonmotoristtype_V2,Nonmotoristmovement_V2,Nonmotoristlocation_V2,Nonmotoristlegofint_V2,Nonmotoristtypeoffacility_V2,Nonmotoristaction1_V2,Nonmotoristaction2_V2,Nonmotoristcontrfctr1_V2,Nonmotoristcontrfctr2_V2,Nonmotoristcontrfctr3_V2,Hitandrun_V3,Noncontact_V3,Parked_V3,Unlicenseddriver_V3,Duiindicator_V3,Positioninvehicle_D3,Drivingrestrictions_D3,Drivingendorsements_D3,Ejection_D3,Safetyequipmentuse_D3,Age_D3,Airbagdeployment_D3,Injuryseverity_D3,Alcoholsuspected_D3,Marijuanasuspected_D3,Otherdrugssuspected_D3,Testedforotherdrugs_D3,Personsexcode_D3,Vehicletype_V3,Specialfunction_V3,Emergencylightsactivated_V3,Directionoftravel_V3,Vehiclemovement_V3,Roadwayspeedlimit_V3,Estimatedvehiclespeed_V3,Driverstatedspeed_V3,Driveraction1_V3,Driveraction2_V3,Mostapprthumancontrfactor1_V3,Mostapprthumancontrfactor2_V3,Mostapprthumancontrfactor3_V3,Autonomousvehiclecapability_V3,Drivercededcontrol_V3,Nonmotoristtype_V3,Nonmotoristmovement_V3,Nonmotoristlocation_V3,Nonmotoristlegofint_V3,Nonmotoristtypeoffacility_V3,Nonmotoristaction1_V3,Nonmotoristaction2_V3,Nonmotoristcontrfctr1_V3,Nonmotoristcontrfctr2_V3,Nonmotoristcontrfctr3_V3
250000892,1/4/2025 5:50:00 AM,1/4/2025 5:50:00 AM,0.00,0.00,2.00,0.00,false,false,false,false,39.55,-104.76,1200.00,PINE DR,,On-roadway,1.00,1,Front to Rear,,,,Front to Rear,Straight,Level,Not Applicable,Dark-unlighted,Non-intersection,Dry,Fog,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Unknown,"N/A Cars, truck, etc.",36.00,Deployed at pos. only,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,South,Going Straight,40.00,30.00,,Careless Driving,Too Fast For Conditions,No apparent contributing factor,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Unknown,"N/A Cars, truck, etc.",24.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,Passenger Car/Passenger Van,No Special Function,false,South,Going Straight,40.00,20.00,20.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250001000,1/4/2025 5:21:00 PM,1/4/2025 5:21:00 PM,0.00,1.00,2.00,0.00,true,false,false,false,39.54,-104.91,,QUEBEC ST,LINCOLN AVE,On-roadway,1.00,2,Front to Side,,,,Front to Side,Straight,Level,Not Applicable,Dark-lighted,Intersection Related,Dry,Fog,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",39.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,South,Changing lanes,45.00,20.00,20.00,Lane Violation,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",51.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,South,Going Straight,45.00,20.00,20.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250001091,1/5/2025 6:36:00 AM,1/5/2025 6:36:00 AM,0.00,0.00,1.00,0.00,false,false,false,false,39.56,-104.98,,WILLOW CREEK ST,PRAIRIE RIDGE RD,Ran off right side,0.00,1,Traffic Signal Pole,,,,Traffic Signal Pole,Straight,Downhill,Not Applicable,Dawn or dusk,At Intersection,Icy,Clear,,true,false,false,,,,,,,,,,,,,,,,,,,Unknown Hit & Run Only,No Special Function,false,South,Going Straight,25.00,10.00,,Too Fast For Conditions,,Not Observed,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250001109,1/4/2025 9:00:00 PM,1/4/2025 9:00:00 PM,0.00,0.00,1.00,0.00,false,false,false,false,39.37,-105.11,676.00,HWY 67,,Ran off right side,0.00,1,Tree,,,,Tree,Curve Left,Uphill,Approach Turn,Dark-unlighted,Non-intersection,Icy,Fog,Wind,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",35.00,Not Deployed,No Apparent Injury,No Other Method,Marijuana Not Suspected,No Other Method,Not Tested,m,,Pickup Truck/Utility Van,No Special Function,false,East,Negotiating a Curve,30.00,20.00,20.00,Too Fast For Conditions,,No apparent contributing factor,,,Driver Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250001119,1/5/2025 9:47:00 AM,1/5/2025 9:47:00 AM,0.00,0.00,2.00,0.00,false,false,false,false,39.54,-104.94,,WILDCAT RESERVE PKWY,UNIVERSITY BLVD,On-roadway,0.00,4,Front to Rear,,,,Front to Rear,Straight,Level,Approach Turn,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",19.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,North,Making Right Turn,45.00,10.00,10.00,Followed Too Closely,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",65.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,North,Making Right Turn,45.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250001257,1/5/2025 8:05:00 PM,1/5/2025 8:05:00 PM,0.00,1.00,3.00,0.00,true,false,false,false,39.55,-104.99,,HIGHLANDS RANCH PKWY,BROADWAY,On-roadway,2.00,3,Side to Side - Same Direction,Side to Side - Same Direction,Curb,Light Pole/Utility Pole,Light Pole/Utility Pole,Straight,Level,Overtaking Turn,Dark-lighted,At Intersection,Dry,Clear,,false,false,false,false,true,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Unknown,"N/A Cars, truck, etc.",38.00,Deployed at pos. and others,Suspected Minor Injury,Yes Observed,Marijuana Not Suspected,Yes Observed,Blood,m,,Passenger Car/Passenger Van,No Special Function,false,East,Making Left Turn,45.00,10.00,,Turned from Wrong Lane or Position,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,Not Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",17.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,South,Going Straight,45.00,20.00,20.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,false,false,false,false,false,Driver,None,None,No,Properly used,47.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,South,Going Straight,45.00,10.00,1.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,
250001317,1/6/2025 7:30:00 AM,1/6/2025 7:30:00 AM,0.00,0.00,1.00,0.00,false,false,false,false,39.42,-104.82,,FERVID ST,,Ran off left side,0.00,1,Curb,,,,Curb,Curve Right,Uphill,Not Applicable,Dark-unlighted,Non-intersection,Dry,Fog,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",19.00,"Not deployed at pos., deployed at others",No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,Southwest,Out of Control,25.00,50.00,30.00,Speeding,,Aggressive Driving,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250001634,1/7/2025 6:37:00 AM,1/7/2025 6:37:00 AM,0.00,0.00,1.00,0.00,false,false,false,false,39.44,-104.68,5500.00,FLINTWOOD RD,,Ran off right side,0.00,1,Light Pole/Utility Pole,,,,Light Pole/Utility Pole,Straight,Downhill,Not Applicable,Dawn or dusk,Non-intersection,Snowy,Snow,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",22.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,North,Going Straight,45.00,40.00,40.00,Over-Correcting / Over-Steering,,Driver Inexperience,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250001796,1/7/2025 6:11:00 PM,1/7/2025 6:11:00 PM,0.00,0.00,2.00,0.00,true,false,false,false,39.55,-105.01,,HIGHLANDS RANCH PKWY,KENDRICK CASTILLO WAY,On-roadway,1.00,2,Front to Front,,,,Front to Front,Straight,Level,Not Applicable,Dark-lighted,At Intersection,Wet,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",31.00,Deployed at pos. only,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,West,Going Straight,45.00,15.00,15.00,Failed to Stop at Signal,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",44.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Passenger Car/Passenger Van,No Special Function,false,East,Making Left Turn,45.00,15.00,15.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250001863,1/8/2025 2:42:00 AM,1/8/2025 2:42:00 AM,0.00,0.00,1.00,0.00,false,false,false,false,39.50,-104.93,13000.00,GRIGS RD,,Ran off left side,0.00,1,Sign,,,,Sign,Curve Left,Downhill,Not Applicable,Dark-unlighted,Non-intersection,Icy,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",18.00,Deployed at pos. and others,No Apparent Injury,No SFST,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,North,Going Straight,35.00,35.00,,Too Fast For Conditions,,Aggressive Driving,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250001889,1/8/2025 7:49:00 AM,1/8/2025 7:49:00 AM,0.00,0.00,2.00,0.00,false,false,false,false,39.53,-104.76,,PINE DR,BALDWIN GULCH CIR,On-roadway,0.00,2,Side to Side - Same Direction,,,,Side to Side - Same Direction,Straight,Downhill,Not Applicable,Daylight,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",24.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,North,Changing lanes,40.00,10.00,10.00,Lane Violation,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",25.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,North,Going Straight,40.00,40.00,40.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250002069,1/8/2025 3:05:00 PM,1/8/2025 3:05:00 PM,0.00,0.00,2.00,0.00,true,false,false,false,39.53,-104.76,11880.00,PINE DR,,On-roadway,0.00,1,Side to Side - Same Direction,,,,Side to Side - Same Direction,Straight,Level,Not Applicable,Daylight,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",46.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,South,Passing,40.00,35.00,35.00,Lane Violation,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",55.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,South,Going Straight,40.00,37.00,37.00,Lane Violation,,Other Factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250002241,1/9/2025 6:42:00 AM,1/9/2025 6:42:00 AM,0.00,0.00,1.00,0.00,false,false,false,false,39.44,-104.68,5000.00,FLINTWOOD RD,,Ran off right side,0.00,1,Mailbox,,,,Mailbox,Straight,Downhill,Not Applicable,Daylight,Non-intersection,Snowy,Snow,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",24.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,North,Going Straight,45.00,15.00,15.00,Too Fast For Conditions,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250002265,1/9/2025 8:51:00 AM,1/9/2025 8:51:00 AM,0.00,0.00,1.00,0.00,false,false,false,false,39.55,-104.68,,PINEY LAKE RD,INSPIRATION DR,Ran off right side,0.00,0,Sign,,,,Sign,Straight,Level,Approach Turn,Daylight,At Intersection,Snowy,Blowing Snow,,true,false,false,,,,,,,,,,,,,,,,,,,Unknown Hit & Run Only,No Special Function,false,South,Out of Control,40.00,10.00,,Too Fast For Conditions,,Not Observed,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250002273,1/9/2025 9:25:00 AM,1/9/2025 9:25:00 AM,0.00,0.00,2.00,0.00,false,false,false,false,39.56,-104.86,,INVERNESS LN SOUTH,LIBERTY BLVD,On-roadway,0.00,1,Front to Side,,,,Front to Side,Straight,Downhill,Not Applicable,Daylight,At Intersection,Snowy,Snow,,true,false,false,,,,,,,,,,,,,,,,,,,Passenger Car/Passenger Van,No Special Function,false,West,Making Right Turn,35.00,15.00,,Too Fast For Conditions,,Driver Inexperience,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",49.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,South,Stopped in Traffic,25.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250002292,1/9/2025 9:15:00 AM,1/9/2025 9:15:00 AM,0.00,0.00,1.00,0.00,false,false,false,false,39.54,-104.76,6590.00,PONDEROSA DR,,Ran off right side,1.00,1,Fence,,,,Fence,Curve Right,Level,Not Applicable,Daylight,Non-intersection,Snowy,Snow,,true,false,false,,,,,,,,,,,,,,,,,,,Unknown Hit & Run Only,No Special Function,false,West,Going Straight,30.00,20.00,,Too Fast For Conditions,,,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250002585,1/10/2025 11:23:00 AM,1/10/2025 11:23:00 AM,0.00,0.00,1.00,0.00,false,false,false,false,39.24,-104.97,4360.00,RED ROCK DR,,Ran off left side,0.00,1,Ditch,Electrical/Utility Box,Tree,,Tree,Straight,Uphill,Not Applicable,Daylight,Non-intersection,Wet,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",71.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,West,Going Straight,30.00,45.00,30.00,Too Fast For Conditions,,Distracted/Other Interior,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250002663,1/10/2025 2:49:00 PM,1/10/2025 2:49:00 PM,0.00,1.00,2.00,0.00,true,false,false,false,39.53,-104.99,,BROADWAY,WILDCAT RESERVE PKWY,On-roadway,1.00,2,Front to Front,,,,Front to Front,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",47.00,Not Deployed,Possible Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,Passenger Car/Passenger Van,No Special Function,false,East,Making Left Turn,45.00,15.00,5.00,Failed to Yield ROW,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",16.00,Deployed at pos. only,Suspected Minor Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,Passenger Car/Passenger Van,No Special Function,false,West,Going Straight,45.00,45.00,45.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250002709,1/10/2025 5:34:00 PM,1/10/2025 5:34:00 PM,0.00,0.00,2.00,0.00,true,false,true,false,39.55,-104.99,,BURGUNDY ST,BROADWAY,On-roadway,0.00,2,Front to Side,,,,Front to Side,Straight,Uphill,Not Applicable,Dark-lighted,At Intersection,Icy,Clear,,true,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",82.00,Not Deployed,No Apparent Injury,No Other Method,Marijuana Not Suspected,No Other Method,Not Tested,m,,SUV,No Special Function,false,South,Going Straight,45.00,40.00,,Too Fast For Conditions,,Illness,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",42.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,East,Stopped in Traffic,35.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250002715,1/10/2025 6:18:00 PM,1/10/2025 6:18:00 PM,0.00,1.00,2.00,0.00,false,false,false,false,39.54,-104.98,9824.00,SALFORD LN,,On-roadway,0.00,1,Parked Motor Vehicle,,,,Parked Motor Vehicle,Straight,Downhill,Not Applicable,Dark-lighted,Non-intersection,Slushy,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",82.00,Deployed at pos. only,Suspected Minor Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,North,Weaving,25.00,20.00,,Other Contributing Action,,Medical,,,No Automation,,,,,,,,,,,,false,false,true,,,,,,,,,,,,,,,,,,SUV,No Special Function,false,North,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250002724,1/10/2025 6:57:00 PM,1/10/2025 6:57:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.54,-104.66,,BUCKBOARD RD,DELBERT RD,On-roadway,0.00,1,Front to Side,,,,Front to Side,Straight,Level,Not Applicable,Dark-lighted,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,No Helmet,65.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,Pickup Truck/Utility Van,No Special Function,false,West,Going Straight,45.00,10.00,10.00,Failed to Yield ROW,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",28.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,Passenger Car/Passenger Van,No Special Function,false,South,Going Straight,45.00,45.00,45.00,No Contributing Action,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250002751,1/10/2025 9:49:00 PM,1/10/2025 9:49:00 PM,0.00,0.00,1.00,0.00,false,false,false,false,39.52,-104.96,,POSTON PKWY,WESTGATE AVE,Ran off left side,0.00,,Curb,Embankment,Fence,,Fence,Straight,Downhill,Not Applicable,Dark-lighted,Non-intersection,Snowy,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",16.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,South,Going Straight,30.00,30.00,30.00,Careless Driving,,Driver Inexperience,Other Factor,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250002895,1/8/2025 12:00:00 AM,1/8/2025 12:00:00 AM,0.00,0.00,2.00,0.00,false,false,false,false,39.55,-104.89,,MERCURY DR,JUPITER DR,Ran off left side,0.00,1,Parked Motor Vehicle,,,,Parked Motor Vehicle,Curve Right,Level,Not Applicable,Dark-unlighted,Non-intersection,Snowy,Snow,,true,false,false,,,,,,,,,,,,,,,,,,,Unknown Hit & Run Only,No Special Function,false,Southwest,Going Straight,35.00,35.00,,Too Fast For Conditions,,Not Observed,,,No Automation,,,,,,,,,,,,false,false,false,false,,,,,,,,,,,,,,,,,Pickup Truck/Utility Van,No Special Function,false,Northeast,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250003032,1/12/2025 10:51:00 AM,1/12/2025 10:51:00 AM,0.00,0.00,1.00,0.00,false,false,false,false,39.35,-104.84,700.00,LAKE GULCH RD,,On-roadway,1.00,1,Wild Animal,,,,Wild Animal,Straight,Level,Not Applicable,Daylight,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",46.00,Deployed at pos. and others,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,South,Going Straight,45.00,45.00,45.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
