OBJECTID,Document Nbr,Crash Year,Crash Date,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Persons Injured,Pedestrians Killed,Pedestrians Injured,Vehicle Count,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Relation To Roadway,Roadway Alignment,Roadway Surface Type,Roadway Defect,Roadway Description,Intersection Type,Traffic Control Type,Traffic Control Status,Work Zone Related,Work Zone Location,Work Zone Type,School Zone,First Harmful Event,First Harmful Event Loc,Alcohol?,Animal Related?,Unrestrained?,Bike?,Distracted?,Drowsy?,Drug Related?,Guardrail Related?,Hitrun?,Lgtruck?,Motorcycle?,Pedestrian?,Speed?,Max Speed Diff,RoadDeparture Type,Intersection Analysis,Senior?,Young?,Mainline?,Night?,VDOT District,Juris Code,Physical Juris Name,Functional Class,Facility Type,Area Type,SYSTEM,VSP,Ownership,Planning District,MPO Name,RTE Name,RNS MP,Node,Node Offset (ft),x,y
953,171105327,2017,4/20/2017 4:00,1820,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,9. Northern Virginia,53,053. Loudoun County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA053SC00606EB,9.67,733665,463.13,-77.43619129,38.97907681
954,171985256,2017,7/17/2017 4:00,845,C,0,0,0,1,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,9. Northern Virginia,29,029. Fairfax County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   IS00066EB,57.65,,,-77.34870675,38.86140285
955,170205062,2017,1/17/2017 5:00,1443,O,0,0,0,0,0,0,0,3,1. Rear End,5. Rain,2. Daylight,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,6. No Traffic Control Device Present,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,9. Northern Virginia,53,053. Loudoun County,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Rural,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   US00015NB,229.46,1177464,399.26,-77.53580366,39.25290665
956,172475050,2017,8/22/2017 4:00,1445,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,10,NOT_RD,VDOT Intersection,No,No,Yes,No,9. Northern Virginia,29,029. Fairfax County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA029SC00694WB,2.73,264603,11.55,-77.21021252,38.93702825
957,173165312,2017,11/10/2017 5:00,1455,O,0,0,0,0,0,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,1. Yes,3. Activity Area,3. Work on Shoulder or Median,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,No,8. Staunton,34,034. Frederick County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,2,1. State Hwy Agency,Northern Shenandoah Valley,WINC,R-VA   US00011NB,333.75,333975,120.76,-78.13824829,39.21705252
958,171065029,2017,4/16/2017 4:00,200,B,0,0,1,0,1,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,6. No Traffic Control Device Present,2. No,,,3. No,3. Utility Pole,2. Shoulder,Yes,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,RD_RIGHT,Not Intersection,No,No,Yes,Yes,4. Richmond,43,043. Henrico County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,NonVDOT secondary,1,2. County Hwy Agency,Richmond Regional,RICH,S-VA043NP CREIGHTON RD,3.56,,,-77.34257136,37.57382642
959,170635144,2017,3/4/2017 5:00,1930,A,0,2,0,0,2,0,0,2,3. Head On,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,8. Non-Intersection,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,Yes,No,Belted,No,No,No,No,No,No,No,No,No,No,,RD_UNKNOWN,Not Intersection,No,No,Yes,Yes,4. Richmond,55,055. Lunenburg County,"7-Local (J,6)",3-Two-Way Undivided,Rural,VDOT Secondary,3,1. State Hwy Agency,Commonwealth Regional,,R-VA055SC00628SB,3.24,,,-78.40451025,37.04058485
960,170225149,2017,1/22/2017 5:00,1127,O,0,0,0,0,0,0,0,2,2. Angle,5. Rain,2. Daylight,2. Wet,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,Yes,Yes,No,4. Richmond,43,043. Henrico County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Primary,1,1. State Hwy Agency,Richmond Regional,RICH,R-VA   US00060EB,195.78,378358,62.28,-77.3501406,37.51725251
961,172955009,2017,10/21/2017 4:00,1850,O,0,0,0,0,0,0,0,1,10. Deer,1. No Adverse Condition (Clear/Cloudy),3. Dusk,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,23. Animal,1. On Roadway,No,Yes,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,4. Richmond,192,192. Town of Clarksville,"4-Minor Arterial (H,3)",4-Two-Way Divided,Rural,VDOT Primary,3,1. State Hwy Agency,Southside,,R-VA   US00058EBBUS013,1.07,454068,216.39,-78.5727071,36.61856237
962,172755124,2017,9/23/2017 4:00,2241,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,Yes,9. Northern Virginia,76,076. Prince William County,"5-Major Collector (I,4)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA076SC01600NB,1.53,704408,5.71,-77.51688156,38.78207267
963,180055244,2017,12/7/2017 5:00,1812,C,0,0,0,1,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,Yes,5. Hampton Roads,121,121. City of Newport News,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   SR00143NB,18.99,1257609,118.29,-76.50807512,37.12349305
964,172945078,2017,10/14/2017 4:00,1930,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),7. Unknown,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,15. Other Fixed Object,"8. Off Roadway, Location Unknown",No,No,Belted,No,No,No,No,No,Yes,No,No,No,No,,RD_RIGHT,Not Intersection,No,No,Yes,No,8. Staunton,115,115. City of Harrisonburg,"7-Local (J,6)",3-Two-Way Undivided,Urban,NonVDOT secondary,2,3. City or Town Hwy Agency,Central Shenandoah,HAR,S-VA115PR CHARLES ST,0.42,,,-78.86226189,38.46394647
965,173615046,2017,12/22/2017 5:00,908,A,0,1,0,1,2,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,1. Yes,20. Motor Vehicle In Transport,1. On Roadway,No,No,Unbelted,No,No,No,No,No,No,No,No,No,Yes,3,NOT_RD,Urban Intersection,Yes,No,Yes,No,2. Salem,129,129. City of Salem,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,NonVDOT primary,6,3. City or Town Hwy Agency,Roanoke Valley-Alleghany,ROAN,R-VA   US00460EBALT002,0.88,572972,9.95,-80.05704378,37.28621876
966,170895024,2017,3/29/2017 4:00,2042,C,0,0,0,2,2,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,Yes,No,Yes,No,5. Hampton Roads,133,133. City of Suffolk,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,NonVDOT secondary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,S-VA133PR BENNETTS PASTURE RD,4.41,468145,126.9,-76.49360227,36.86377719
967,170555074,2017,2/20/2017 5:00,1507,B,0,0,1,0,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,4. Richmond,74,074. Prince George County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,1,1. State Hwy Agency,Crater,TCAT,R-VA   SR00144SB,2.01,536760,166.07,-77.36676566,37.25134767
968,173255021,2017,11/20/2017 5:00,553,O,0,0,0,0,0,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),1. Dawn,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,17. Highway Safety Corridor,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   IS00095NB,159.05,,,-77.27910702,38.65685428
969,170145025,2017,1/13/2017 5:00,1030,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,Yes,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   US00058EBBUS007,3.79,541091,20.68,-75.97931067,36.84447534
970,172125201,2017,7/30/2017 4:00,122,O,0,0,0,0,0,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,6. Parked Vehicle,1. On Roadway,No,No,Belted,No,Yes,No,No,No,Yes,No,No,No,Yes,25,NOT_RD,VDOT Intersection,No,No,Yes,Yes,2. Salem,128,128. City of Roanoke,"7-Local (J,6)",3-Two-Way Undivided,Urban,NonVDOT secondary,6,3. City or Town Hwy Agency,Roanoke Valley-Alleghany,ROAN,S-VA128PR HUNT AVE NW,0.48,573423,133.38,-79.94994382,37.29281803
971,172525111,2017,9/4/2017 4:00,2020,B,0,0,2,0,2,0,0,2,3. Head On,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,Yes,No,Yes,Yes,8. Staunton,81,081. Rockbridge County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,VDOT Primary,6,1. State Hwy Agency,Central Shenandoah,,R-VA   US00011NB,202.93,581705,33.15,-79.44760403,37.76931301
972,171895137,2017,7/5/2017 4:00,1531,C,0,0,0,1,1,0,0,2,1. Rear End,5. Rain,2. Daylight,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,5,NOT_RD,Not Intersection,No,Yes,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   SR00165NB,29.37,50671,356.38,-76.18656768,36.84140138
973,170805159,2017,3/20/2017 4:00,2140,B,0,0,1,0,1,0,0,1,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,8. Non-Intersection,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,14. Ditch,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,RD_RIGHT,Not Intersection,No,Yes,Yes,Yes,5. Hampton Roads,134,134. City of Virginia Beach,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,NonVDOT secondary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,S-VA134PR ELBOW RD,0.46,,,-76.130584,36.76607365
974,172975154,2017,10/24/2017 4:00,823,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,6. No Traffic Control Device Present,2. No,,,3. No,15. Other Fixed Object,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,RD_UNKNOWN,Not Intersection,No,No,Yes,No,4. Richmond,106,106. City of Colonial Heights,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,NonVDOT secondary,1,3. City or Town Hwy Agency,Crater,TCAT,S-VA106PR DUPUY AVE,0.35,,,-77.41531606,37.24311723
975,171565151,2017,5/31/2017 4:00,830,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,9. Northern Virginia,76,076. Prince William County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   SR00294WB,10.24,703565,212.59,-77.33708252,38.67319659
976,171315049,2017,4/26/2017 4:00,206,O,0,0,0,0,0,0,0,1,8. Non-Collision,5. Rain,5. Darkness - Road Not Lighted,2. Wet,8. Non-Intersection,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",3. Soft or Low Shoulder,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,28. Ran Off Road,2. Shoulder,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,15,RD_RIGHT,Not Intersection,No,Yes,Yes,Yes,4. Richmond,4,004. Amelia County,6-Minor Collector (5),3-Two-Way Undivided,Rural,VDOT Secondary,1,1. State Hwy Agency,Commonwealth Regional,,R-VA004SC00616NB,16.65,,,-78.01486438,37.44240287
977,172945288,2017,10/21/2017 4:00,1912,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,1. Yes,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,15,NOT_RD,Not Intersection,No,Yes,Yes,Yes,9. Northern Virginia,29,029. Fairfax County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   IS00495NB,12.96,,,-77.20487964,38.94142615
978,170525260,2017,2/21/2017 5:00,821,O,0,0,0,0,0,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,4. Stop Sign,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,4. Richmond,20,020. Chesterfield County,"7-Local (J,6)",3-Two-Way Undivided,Urban,VDOT Secondary,1,1. State Hwy Agency,"Richmond Regional, Crater",RICH,R-VA020SC04329NB,0.26,707113,365.87,-77.69204268,37.42633211
979,173455503,2017,12/9/2017 5:00,1614,C,0,0,0,1,1,0,0,2,2. Angle,9. Other,2. Daylight,2. Wet,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,4. Stop Sign,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,Yes,No,No,No,No,,NOT_RD,Urban Intersection,Yes,No,Yes,No,9. Northern Virginia,235,235. Town of Herndon,"7-Local (J,6)",3-Two-Way Undivided,Urban,NonVDOT secondary,7,3. City or Town Hwy Agency,Northern Virginia,NOVA,S-VA235PR THIRD ST,0.6,,,-77.38490296,38.97980579
980,172775279,2017,10/3/2017 4:00,1612,B,0,0,1,0,1,0,0,4,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,2. Yes - With School Activity,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,Yes,No,No,No,No,,NOT_RD,Not Intersection,Yes,No,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   SR00279SB,4.64,541234,342.18,-76.0644206,36.89831873
981,171795021,2017,6/27/2017 4:00,2214,O,0,0,0,0,0,0,0,8,16. Other,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",2. Two Approaches,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,10. Other,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   SR00033WB,0.53,209734,181.88,-77.44066999,37.54937638
982,171965053,2017,7/12/2017 4:00,1458,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,Yes,Yes,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,5. Hampton Roads,1,001. Accomack County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Rural,VDOT Primary,5,1. State Hwy Agency,Accomack-Northampton,,R-VA   US00013SB,124.97,106284,154.48,-75.62081331,37.75739653
983,170185282,2017,1/16/2017 5:00,509,B,0,0,1,0,1,0,0,1,9. Fixed Object - Off Road,4. Mist,5. Darkness - Road Not Lighted,2. Wet,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,4. Stop Sign,1. Yes - Working,2. No,,,3. No,2. Trees,4. Roadside,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,Yes,6. Fredericksburg,16,016. Caroline County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Secondary,1,1. State Hwy Agency,George Washington Regional,,R-VA016SC00606EB,6.63,183053,0,-77.39382404,38.16399797
984,171085014,2017,4/17/2017 4:00,1635,B,0,0,6,0,6,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,R-VA   US00058WB,503.21,,,-76.09270032,36.84128224
985,173425756,2017,12/7/2017 5:00,805,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,3. Traffic Signal,1. Yes - Working,1. Yes,4. Termination Area,1. Lane Closure,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,10,NOT_RD,VDOT Intersection,Yes,No,Yes,No,2. Salem,11,011. Botetourt County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,6,1. State Hwy Agency,Roanoke Valley-Alleghany,ROAN,R-VA   SR00220NBALT001,10.08,158986,85.9,-79.90275228,37.38742733
986,171725332,2017,6/21/2017 4:00,1610,B,0,0,2,2,4,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,No,1. Bristol,101,101. Town of Big Stone Gap,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Urban,NonVDOT primary,4,3. City or Town Hwy Agency,Lenowisco,,R-VA   US00023SBBUS004,1.55,661958,6,-82.77413417,36.86779698
